acc,precision,f1score,mod_name
0.8280000000000001,0.828525641025641,0.8279311724689876,JEM Ensemble
0.8280000000000001,0.8281890368852459,0.8279752284328943,MLP
0.8240000000000001,0.8247482198986464,0.8238985655737705,MLP Ensemble
0.836,0.8409090909090909,0.8354074668807707,JEM
