acc,precision,f1score,mod_name
0.8175,0.8181612716038285,0.815352179398011,JEM Ensemble
0.8355,0.8356947686606087,0.8340968974870513,MLP
0.8448,0.8455463559427022,0.8448928221704548,MLP Ensemble
0.7575000000000001,0.7648821320939718,0.757441412724043,JEM
